organization_name,person_name,end_date,source_url,organization_id,role,start_date
Democratic Alliance (DA),Nokwanda Samantha Mihloti Mahori,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6530,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Nokwanje Selina Leeto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4389,za.org.pa.www/core_organisation/77,Member,
Congress of the People (COPE),Nokwayiyo Amelia Kopolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5958,za.org.pa.www/core_organisation/75,Member,
Congress of the People (COPE),Nokwazi Christobell Mnisi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6117,za.org.pa.www/core_organisation/75,Member,
United Democratic Movement (UDM),Nokwethemba Thelisile Biyela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9118,za.org.pa.www/core_organisation/74,Member,
Congress of the People (COPE),Noleen Naicker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5974,za.org.pa.www/core_organisation/75,Member,
African People's Convention (APC),Nolene Jenewin Calvert,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4991,za.org.pa.www/core_organisation/76,Member,
Independent Civic Organisation of South Africa (ICOSA),Nolian Visagie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7285,za.org.pa.www/core_organisation/785,Member,
African National Party (ANP),Nolita Samantha Ntsimango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4627,za.org.pa.www/core_organisation/779,Member,
United Christian Democratic Party (UCDP),Nolitha Ndabelanga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8865,za.org.pa.www/core_organisation/84,Member,
United Congress (UNICO),Nolitha Robingail Zoki,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8963,za.org.pa.www/core_organisation/807,Member,
African People's Convention (APC),Nolitha Tania Nkanga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4992,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Nolonwabo Ngendane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6850,za.org.pa.www/core_organisation/810,Member,
Pan Africanist Movement (PAM),Noludwe Mabaso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8384,za.org.pa.www/core_organisation/794,Member,
Congress of the People (COPE),Nolufefe Lucrecia Dlungwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6119,za.org.pa.www/core_organisation/75,Member,
United Christian Democratic Party (UCDP),Nolusindiso Balintulo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8777,za.org.pa.www/core_organisation/84,Member,
African National Party (ANP),Nolutando Dorothy Charles,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4626,za.org.pa.www/core_organisation/779,Member,
Inkatha Freedom Party (IFP),Noluthando Fortunate Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7482,za.org.pa.www/core_organisation/82,Member,
Azanian People's Organisation (AZAPO),Noluthando Nancy Katoo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5601,za.org.pa.www/core_organisation/80,Member,
Congress of the People (COPE),Noluvuyo Gcilishe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6000,za.org.pa.www/core_organisation/75,Member,
United Democratic Movement (UDM),Noluvuyo Maqubela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9187,za.org.pa.www/core_organisation/74,Member,
Pan Africanist Congress of Azania (PAC),Nolwandle Masebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8193,za.org.pa.www/core_organisation/79,Member,
Pan Africanist Movement (PAM),Nolwandle Nancy Mkalipi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8381,za.org.pa.www/core_organisation/794,Member,
Kingdom Governance Movement (KGM),Nomabhaca Rosamond Mengezeleli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7522,za.org.pa.www/core_organisation/788,Member,
African People's Convention (APC),Nomabhaso Gladys Petana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5202,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Nomabhongo Mani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7201,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Nomadewuka Nancy Sihlwayi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4359,za.org.pa.www/core_organisation/77,Member,
Democratic Alliance (DA),Nomafrench Mbombo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6657,za.org.pa.www/core_organisation/78,Member,
African People's Convention (APC),Nomagugu Precious Shinga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5115,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Nomagugu Rose-Mary Mjekula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4562,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Nomagugu Simelane-Zulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4464,za.org.pa.www/core_organisation/77,Member,
Inkatha Freedom Party (IFP),Nomahwanqa Victoria Shabalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7471,za.org.pa.www/core_organisation/82,Member,
African National Congress (ANC),NomaIndiya Cathleen Mfeketo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/781,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Nomakaladi Norah Bixa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7023,za.org.pa.www/core_organisation/810,Member,
Transport,Nomakhaya Mavis Mdaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/776,za.org.pa.www/core_organisation/245,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Nomakhaya Mavis Mdaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/776,za.org.pa.www/core_organisation/143,Member,
Private Members' Legislative Proposals and Special Petitions,Nomakhaya Mavis Mdaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/776,za.org.pa.www/core_organisation/222,Member,
African National Congress (ANC),Nomakhaya Mavis Mdaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/776,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Nomakhosazana Happiness Kapok,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5075,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Nomakhosazana Lawrencia Dwayise,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6889,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Nomakhosi Ceseline Mamabolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4228,za.org.pa.www/core_organisation/77,Member,
African Independent Congress,Nomakhosi Mkhovana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4141,za.org.pa.www/core_organisation/709,Member,
Economic Freedom Fighters (EFF),Nomakhwezi Kelis Ngxavulana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7026,za.org.pa.www/core_organisation/810,Member,
African Independent Congress,Nomalady Molvin Ngejane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4134,za.org.pa.www/core_organisation/709,Member,
United Democratic Movement (UDM),Nomalizo Mirriam Molefe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9116,za.org.pa.www/core_organisation/74,Member,
African National Congress (ANC),Nomalungelo Gina,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/640,za.org.pa.www/core_organisation/77,Member,
Higher Education,Nomalungelo Gina,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/640,za.org.pa.www/core_organisation/181,Member,
Azanian People's Organisation (AZAPO),Nomalungelo Jenniffer Nene,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5745,za.org.pa.www/core_organisation/80,Member,
Congress of the People (COPE),Nomalungelo Petela-Ngcanga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1536,za.org.pa.www/core_organisation/75,Member,
United Congress (UNICO),Nomampondo Tsotsa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8996,za.org.pa.www/core_organisation/807,Member,
United Democratic Movement (UDM),Nomana Beauty Nomda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9084,za.org.pa.www/core_organisation/74,Member,
United Democratic Movement (UDM),Nomapelo Maqanda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9106,za.org.pa.www/core_organisation/74,Member,
Kingdom Governance Movement (KGM),Nomasiko Finca,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7529,za.org.pa.www/core_organisation/788,Member,
Pan Africanist Congress of Azania (PAC),Nomasonto Florah Ngcwabe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8059,za.org.pa.www/core_organisation/79,Member,
Peoples Alliance (PAL),Nomasonto Hyacinth Nhlabathi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8499,za.org.pa.www/core_organisation/797,Member,
African National Congress (ANC),Nomaswazi Grace Shongwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4490,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Nomaswazi Urshula Nkambule,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6770,za.org.pa.www/core_organisation/810,Member,
Azanian People's Organisation (AZAPO),Nomatamsanqa Letitia Ndzengu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5652,za.org.pa.www/core_organisation/80,Member,
United Democratic Movement (UDM),Nomathamsanqa Caroline Siwisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9021,za.org.pa.www/core_organisation/74,Member,
African People's Convention (APC),Nomathamsanqa Felicity Mbudwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5207,za.org.pa.www/core_organisation/76,Member,
African People's Convention (APC),Nomathamsanqa Madikana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5006,za.org.pa.www/core_organisation/76,Member,
Congress of the People (COPE),Nomathamsanqa Maud Gugwini-Sijadu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6053,za.org.pa.www/core_organisation/75,Member,
United Democratic Movement (UDM),Nomathamsanqa Theodorah Matloga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9115,za.org.pa.www/core_organisation/74,Member,
African National Congress (ANC),Nomathemba Emily Mokgethi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4432,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Nomathemba Hendrietta Maseko-Jele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4451,za.org.pa.www/core_organisation/77,Member,
Rural Development and Land Reform,Nomathemba Theresia November,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/864,za.org.pa.www/core_organisation/236,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Nomathemba Theresia November,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/864,za.org.pa.www/core_organisation/143,Member,
Public Works,Nomathemba Theresia November,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/864,za.org.pa.www/core_organisation/230,Member,
African National Congress (ANC),Nomathemba Theresia November,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/864,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Nomawethu Gqiba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1537,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Nomawethu Mankayi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4611,za.org.pa.www/core_organisation/77,Member,
African Independent Congress,Nomawethu Monica Nkewuse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4146,za.org.pa.www/core_organisation/709,Member,
African National Congress (ANC),Nomawetu Gqiba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4363,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Nombeko Sweetlina Mazwi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4371,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Nomboniso Annie Klaas-Harman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6709,za.org.pa.www/core_organisation/810,Member,
Agang South Africa (AGANG SA),Nomboniso Nyameka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5389,za.org.pa.www/core_organisation/780,Member,
Economic Freedom Fighters (EFF),Nomboniso Vivian Nunwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6870,za.org.pa.www/core_organisation/810,Member,
Agang South Africa (AGANG SA),Nombulelo Cuntu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5404,za.org.pa.www/core_organisation/780,Member,
African People's Convention (APC),Nombulelo Emelda Mkhize,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5128,za.org.pa.www/core_organisation/76,Member,
African People's Convention (APC),Nombulelo Mabaso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4932,za.org.pa.www/core_organisation/76,Member,
Democratic Alliance (DA),Nombulelo Martha M Nomandla Nomandla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6499,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Nombulelo Mirriam Ntuli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4486,za.org.pa.www/core_organisation/77,Member,
Azanian People's Organisation (AZAPO),Nombuso Crisencia Mahlangu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5665,za.org.pa.www/core_organisation/80,Member,
National Freedom Party (NFP),Nombuso Florence Zikalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7876,za.org.pa.www/core_organisation/792,Member,
African National Congress (ANC),Nombuyiselo Joyce Ngele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/851,za.org.pa.www/core_organisation/77,Member,
Mining,Nombuyiselo Joyce Ngele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/851,za.org.pa.www/core_organisation/196,Member,
Transport,Nombuyiselo Joyce Ngele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/851,za.org.pa.www/core_organisation/245,Member,
United Democratic Movement (UDM),Nombuyiselo Princess Zulu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9121,za.org.pa.www/core_organisation/74,Member,
Azanian People's Organisation (AZAPO),Nombuyiselo Thelmah Nondzandza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5583,za.org.pa.www/core_organisation/80,Member,
African Independent Congress,Nomfihlelo Penelope Mlandu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4162,za.org.pa.www/core_organisation/709,Member,
African National Party (ANP),Nomfundiso Olga Mgqutyana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4630,za.org.pa.www/core_organisation/779,Member,
United Democratic Movement (UDM),Nomfundo Faith Jamjam,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1538,za.org.pa.www/core_organisation/74,Member,2014-03
Congress of the People (COPE),Nomfundo Faith Jamjam,2014-03,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1538,za.org.pa.www/core_organisation/75,Member,
African National Congress (ANC),Nomfundo Ntombenhle Penelope Mkhulusi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/790,za.org.pa.www/core_organisation/77,Member,
Standing Committee on Appropriations,Nomfundo Ntombenhle Penelope Mkhulusi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/790,za.org.pa.www/core_organisation/136,Member,
African People's Convention (APC),Nomfundo Virginia Mgwebi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5030,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Nomfunelo Rose-Mary Mabedla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/708,za.org.pa.www/core_organisation/77,Member,
Defence,Nomfunelo Rose-Mary Mabedla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/708,za.org.pa.www/core_organisation/173,Member,
Defence and Military Veterans,Nomfunelo Rose-Mary Mabedla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/708,za.org.pa.www/core_organisation/174,Member,
Portfolio Committee On Energy,Nomfunelo Rose-Mary Mabedla,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/708,za.org.pa.www/core_organisation/100,Member,
Azanian People's Organisation (AZAPO),Nomfusi Constance Lindani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5577,za.org.pa.www/core_organisation/80,Member,
United Congress (UNICO),Nomfuzo Booi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8988,za.org.pa.www/core_organisation/807,Member,
Agang South Africa (AGANG SA),Nomgcobo Christina Tshikila,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5334,za.org.pa.www/core_organisation/780,Member,
African National Congress (ANC),Nomgqibelo Nozuko Bam,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4607,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Nomkhosi Pretty Cele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6944,za.org.pa.www/core_organisation/810,Member,
African People's Convention (APC),Nomkhosi Princess Mbotho,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5138,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Nomlindo Oscarina Dyantyi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4383,za.org.pa.www/core_organisation/77,Member,
Inkatha Freedom Party (IFP),Nomnikazi Siyabonga Ngcobo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7483,za.org.pa.www/core_organisation/82,Member,
African People's Convention (APC),Nomnikelo Bebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5044,za.org.pa.www/core_organisation/76,Member,
United Democratic Movement (UDM),Nomntu Iris Juleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9049,za.org.pa.www/core_organisation/74,Member,
African People's Convention (APC),Nomnyama Mgwebi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5023,za.org.pa.www/core_organisation/76,Member,
Pan Africanist Congress of Azania (PAC),Nomonde Mpika,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8088,za.org.pa.www/core_organisation/79,Member,
Democratic Alliance (DA),Nomonde Veronica Mazantsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6439,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Nomopo Maggie Madlala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/715,za.org.pa.www/core_organisation/77,Member,
Public Works,Nomopo Maggie Madlala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/715,za.org.pa.www/core_organisation/230,Member,
Sibanye Civic Association (SCA),Nompakamo Yolanda Dase,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8501,za.org.pa.www/core_organisation/798,Member,
African National Congress (ANC),Nompendlko Doris Ngcengwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/848,za.org.pa.www/core_organisation/77,Member,
Public Works,Nompendlko Doris Ngcengwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/848,za.org.pa.www/core_organisation/230,Member,
AdHoc Committee on 1913 Land Act,Nompendlko Doris Ngcengwane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/848,za.org.pa.www/core_organisation/153,Member,
National Freedom Party (NFP),Nomphelo Patricia Mnyama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7961,za.org.pa.www/core_organisation/792,Member,
Congress of the People (COPE),Nompithizelo Winterose Helebe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6114,za.org.pa.www/core_organisation/75,Member,
Economic Freedom Fighters (EFF),Nompotshwana Esther Maselwanyane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7165,za.org.pa.www/core_organisation/810,Member,
Azanian People's Organisation (AZAPO),Nompucuko Eunice Dywili,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5580,za.org.pa.www/core_organisation/80,Member,
National Freedom Party (NFP),Nompumelelo Annastasia Sabelo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7641,za.org.pa.www/core_organisation/792,Member,
African National Congress (ANC),Nompumelelo Mirriam Sidina,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4621,za.org.pa.www/core_organisation/77,Member,
Congress of the People (COPE),Nompumelelo Norah Guza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5930,za.org.pa.www/core_organisation/75,Member,
United Democratic Movement (UDM),Nompumelelo Rachel Denga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9080,za.org.pa.www/core_organisation/74,Member,
African Christian Democratic Party (ACDP),Nomqibelo Ester Mahlangu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4044,za.org.pa.www/core_organisation/81,Member,
African People's Convention (APC),Nomsa Alinah Muhlari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4937,za.org.pa.www/core_organisation/76,Member,
Azanian People's Organisation (AZAPO),Nomsa Cengimbo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5644,za.org.pa.www/core_organisation/80,Member,
Democratic Alliance (DA),Nomsa Innocencia Tarabella Marchesi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6221,za.org.pa.www/core_organisation/78,Member,
Congress of the People (COPE),Nomsa Kubayi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6149,za.org.pa.www/core_organisation/75,Member,
Agang South Africa (AGANG SA),Nomsa Mnisi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5355,za.org.pa.www/core_organisation/780,Member,
African National Congress (ANC),Nomsa Ncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4458,za.org.pa.www/core_organisation/77,Member,
National Freedom Party (NFP),Nomsa Patience Vilakazi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7828,za.org.pa.www/core_organisation/792,Member,
Inkatha Freedom Party (IFP),Nomsa Precious Shabalala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7409,za.org.pa.www/core_organisation/82,Member,
African National Congress (ANC),Nomsa Sanny Mtsweni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4531,za.org.pa.www/core_organisation/77,Member,
Ximoko Party (XP),Nomsa Tsakani Nkuna,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9502,za.org.pa.www/core_organisation/809,Member,
African National Congress (ANC),Nomtandazo Ursula Mdledle,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4215,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Nomtha Manxele,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4836,za.org.pa.www/core_organisation/76,Member,
National Freedom Party (NFP),Nomthandazo Brenda Mbatha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7708,za.org.pa.www/core_organisation/792,Member,
Peoples Alliance (PAL),Nomthandazo Desiree Bhengu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8500,za.org.pa.www/core_organisation/797,Member,
Pan Africanist Congress of Azania (PAC),Nomthandazo Lusizi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8087,za.org.pa.www/core_organisation/79,Member,
Agang South Africa (AGANG SA),Nomthandazo Mary Sejam,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5340,za.org.pa.www/core_organisation/780,Member,
Pan Africanist Congress of Azania (PAC),Nomthandazo Prince Mbeki,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8005,za.org.pa.www/core_organisation/79,Member,
National Freedom Party (NFP),Nomusa Sarafina Nzima,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7798,za.org.pa.www/core_organisation/792,Member,
African People's Convention (APC),Nomveliso Merry Mkhonde,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4935,za.org.pa.www/core_organisation/76,Member,
National Freedom Party (NFP),Nomvelo Petronella Mtolo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7731,za.org.pa.www/core_organisation/792,Member,
