organization_name,person_name,end_date,source_url,organization_id,role,start_date
Economic Freedom Fighters (EFF),Brian Aubrey Tawana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6795,za.org.pa.www/core_organisation/810,Member,
Congress of the People (COPE),Brian Bruce Schwulst,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6065,za.org.pa.www/core_organisation/75,Member,
Democratic Alliance (DA),Brian Desmond Kivedo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6425,za.org.pa.www/core_organisation/78,Member,
Peoples Alliance (PAL),Brian John Adolf,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8472,za.org.pa.www/core_organisation/797,Member,
Pan Africanist Congress of Azania (PAC),Brian Moeketsi Nthako,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8225,za.org.pa.www/core_organisation/79,Member,
Pan Africanist Congress of Azania (PAC),Brian Mzoxolo Ntsepe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8330,za.org.pa.www/core_organisation/79,Member,
African People's Convention (APC),Brian Themba Mhlanga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5176,za.org.pa.www/core_organisation/76,Member,
Democratic Alliance (DA),Brian William Fargher,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6429,za.org.pa.www/core_organisation/78,Member,
African People's Convention (APC),Bridget Maria Mathuka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4786,za.org.pa.www/core_organisation/76,Member,
African Christian Democratic Party (ACDP),Bridget Nikiwe Thwala,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3952,za.org.pa.www/core_organisation/81,Member,
Democratic Alliance (DA),Bridget Staff Masango,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6239,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Bronagh Mary Casey,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6671,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Bronwynn Anne Engelbrecht,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6234,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Bruce Reid,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6484,za.org.pa.www/core_organisation/78,Member,
Health Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/744,Committee Member,
PMLPPP Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/745,Committee Member,
Quality of Life Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/746,Committee Member,
Social Development Committee,B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/747,Alternate Member,
Inkatha Freedom Party (IFP),B.S. Mohlaka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1879,za.org.pa.www/core_organisation/82,Member,
United Christian Democratic Party (UCDP),Buang Sarah Siefrecht Lebelo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8887,za.org.pa.www/core_organisation/84,Member,
Pan Africanist Congress of Azania (PAC),Bubele Cecil Tamela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8169,za.org.pa.www/core_organisation/79,Member,
NCOP Appropriations,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/202,Member,
NCOP Petitions and Private Members Legislative Proposals,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/205,Member,
Ethics and Members' Interest,Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/177,Chairperson,
African National Congress (ANC),Buoang Lemias Mashile,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1046,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Buhlebuyeza Petronella Shozi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7100,za.org.pa.www/core_organisation/810,Member,
Patriotic Alliance (PA),Buisiele Patterson Meree,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8443,za.org.pa.www/core_organisation/795,Member,
Congress of the People (COPE),Bukelwa Felicia Ndzule-Jacobs,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6039,za.org.pa.www/core_organisation/75,Member,
United Christian Democratic Party (UCDP),Bukelwa Gogela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8869,za.org.pa.www/core_organisation/84,Member,
Congress of the People (COPE),Bukelwa Lauretta Mengezelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6055,za.org.pa.www/core_organisation/75,Member,
African People's Convention (APC),Bukelwa Ruth Mfidi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5004,za.org.pa.www/core_organisation/76,Member,
Congress of the People (COPE),Bukelwa Winnifred Mati,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5892,za.org.pa.www/core_organisation/75,Member,
Kingdom Governance Movement (KGM),Bulelani Mkohliswa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7514,za.org.pa.www/core_organisation/788,Member,
African Independent Congress,Bulelani Ngubelanga,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4102,za.org.pa.www/core_organisation/709,Member,
Agang South Africa (AGANG SA),Bulelo Sigabi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5362,za.org.pa.www/core_organisation/780,Member,
African National Party (ANP),Bulelwa Mkwakwi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4635,za.org.pa.www/core_organisation/779,Member,
Pan Africanist Congress of Azania (PAC),Bulelwa Owethu Mlumiso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8352,za.org.pa.www/core_organisation/79,Member,
Portfolio Committee On Energy,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/100,Member,
African National Congress (ANC),Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/77,Member,
Mining,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/196,Member,
Private Members' Legislative Proposals and Special Petitions,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/222,Member,
Energy Portfolio Committee,Bulelwa Tinto,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/971,za.org.pa.www/core_organisation/176,Member,
African National Congress (ANC),Bulelwa Tunyiswa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1354,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Buncoko Mazizi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4716,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Bunga Holford Ntsangani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6998,za.org.pa.www/core_organisation/810,Member,
African People's Convention (APC),Bungane Juluis Duba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5099,za.org.pa.www/core_organisation/76,Member,
African People's Convention (APC),Busana Robert Ncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4769,za.org.pa.www/core_organisation/76,Member,
National Freedom Party (NFP),Buselaphi Irene Gxowa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7615,za.org.pa.www/core_organisation/792,Member,
African People's Convention (APC),Busi Mbonambi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4809,za.org.pa.www/core_organisation/76,Member,
African Christian Democratic Party (ACDP),Busisiwe Brenda Memela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3957,za.org.pa.www/core_organisation/81,Member,
African People's Convention (APC),Busisiwe Chasela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4917,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Busisiwe Clarah Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4549,za.org.pa.www/core_organisation/77,Member,
African National Congress (ANC),Busisiwe Makaula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1355,za.org.pa.www/core_organisation/77,Member,
Economic Freedom Fighters (EFF),Busisiwe Nokwazi Shandu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7092,za.org.pa.www/core_organisation/810,Member,
National Freedom Party (NFP),Busisiwe Prisca Hlatshwayo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7638,za.org.pa.www/core_organisation/792,Member,
National Freedom Party (NFP),Busisiwe Tryphine Mabuza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7635,za.org.pa.www/core_organisation/792,Member,
Democratic Alliance (DA),Busisiwe Valencia Sokoyi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6652,za.org.pa.www/core_organisation/78,Member,
NCOP Education and Recreation,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/201,Member,
NCOP Social Services,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/209,Member,
Constitutional Review Committee,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/170,Member,
Joint Committe on Delegated Legislation,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/187,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/146,Member,
NCOP Economic Development,Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/200,Member,
African National Congress (ANC),Busisiwe Veronica Mncube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1051,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Busiswa Sondishe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5028,za.org.pa.www/core_organisation/76,Member,
Azanian People's Organisation (AZAPO),Busiwana Jacqueline Maseko,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5597,za.org.pa.www/core_organisation/80,Member,
Economic Freedom Fighters (EFF),Buston Henry Bosch,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7040,za.org.pa.www/core_organisation/810,Member,
Economic Freedom Fighters (EFF),Buti William Mtsweni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7139,za.org.pa.www/core_organisation/810,Member,
Economic Freedom Fighters (EFF),Butler Xolo Mgebisa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6874,za.org.pa.www/core_organisation/810,Member,
African People's Convention (APC),Buyani Gibson Qwela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4794,za.org.pa.www/core_organisation/76,Member,
Economic Freedom Fighters (EFF),Buyelwa Olga Thwalingca,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7032,za.org.pa.www/core_organisation/810,Member,
African National Congress (ANC),Buyelwa Glenrose Tshungwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1356,za.org.pa.www/core_organisation/77,Member,
Azanian People's Organisation (AZAPO),Buyiselwa Yvonne Buhlungu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5794,za.org.pa.www/core_organisation/80,Member,
South African Progressive Civic Organisation (SAPCO),Buyisile Phekula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8612,za.org.pa.www/core_organisation/802,Member,
Congress of the People (COPE),Buyiswa Cornelia Diemu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/597,za.org.pa.www/core_organisation/75,Member,
"Women, Youth, Children and People with Disability",Buyiswa Cornelia Diemu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/597,za.org.pa.www/core_organisation/247,Member,
National Freedom Party (NFP),Buzani Cynthia Mqadi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7877,za.org.pa.www/core_organisation/792,Member,
Inkatha Freedom Party (IFP),Bonginkosi Wesley Dhlamini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/595,za.org.pa.www/core_organisation/82,Member,
Azanian People's Organisation (AZAPO),Caithy Mmasengwe Seitheiso,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5557,za.org.pa.www/core_organisation/80,Member,
Economic Freedom Fighters (EFF),Calisile Cedusizi Mdluli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7161,za.org.pa.www/core_organisation/810,Member,
South African Progressive Civic Organisation (SAPCO),Calvin Festus,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8614,za.org.pa.www/core_organisation/802,Member,
Democratic Alliance (DA),Calvin Selwalelekgoba Ramabu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6555,za.org.pa.www/core_organisation/78,Member,
United Democratic Movement (UDM),Camagu Baleni,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9208,za.org.pa.www/core_organisation/74,Member,
Democratic Alliance (DA),Cameron Johan Arendse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6521,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Cameron Mackenzie,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6214,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Cameron Muir Dugmore,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4593,za.org.pa.www/core_organisation/77,Member,
Inkatha Freedom Party (IFP),Candice-Lee Olyn,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7439,za.org.pa.www/core_organisation/82,Member,
Bushbuckridge Residents Association (BRA),Canny Malahle,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5849,za.org.pa.www/core_organisation/782,Member,
Democratic Alliance (DA),Carike Wiese,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6342,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Carin Visser,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6268,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Carla-Mari? De Klerk,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6594,za.org.pa.www/core_organisation/78,Member,
African Christian Democratic Party (ACDP),Carl Henry Schultz,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3959,za.org.pa.www/core_organisation/81,Member,
Budget Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/693,Committee Member,
Economic Development and Tourism,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/700,Committee Member,
Provincial Treasury,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/701,Committee Member,
Aesthetics Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/678,Alternate Member,
Rules Committee,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/681,Alternate Member,
African National Congress (ANC),Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/77,Member,
Standing Committee on Local Government Oversight,Carol Frances Beerwinkel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1362,za.org.pa.www/core_organisation/697,Committee Member,
African People's Convention (APC),Caroline Dipuo Mogapi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4885,za.org.pa.www/core_organisation/76,Member,
United Christian Democratic Party (UCDP),Caroline Hazel Hoque,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8880,za.org.pa.www/core_organisation/84,Member,
Inkatha Freedom Party (IFP),Carol Margrett Sonday,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7431,za.org.pa.www/core_organisation/82,Member,
African National Congress (ANC),Cassel Charlie Mathale,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1332,za.org.pa.www/core_organisation/77,Member,
United Democratic Movement (UDM),Cassim Haroon Noor-Mahomed,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9205,za.org.pa.www/core_organisation/74,Member,
South African Maintanance and Estate Beneficiaries Association - (SAMEBA),Cate Nhlamazi Ngwenya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8543,za.org.pa.www/core_organisation/800,Member,
African People's Convention (APC),Catharine Thandi Sefoloshi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4897,za.org.pa.www/core_organisation/76,Member,
Congress of the People (COPE),Catherine Elizabeth Human,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6126,za.org.pa.www/core_organisation/75,Member,
Economic Freedom Fighters (EFF),Catherine Lindiwe Dzimba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6700,za.org.pa.www/core_organisation/810,Member,
United Christian Democratic Party (UCDP),Catherine Mmanteme Mosiane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8802,za.org.pa.www/core_organisation/84,Member,
Budget Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/694,Committee Member,
Gender Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/680,Committee Member,
Petitions Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/691,Committee Member,
Public Accounts Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/686,Committee Member,
Standing Committee on Community Development,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/688,Committee Member,
Standing Committee on Community Safety,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/682,Committee Member,
Standing Committee on Education,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/689,Committee Member,
Standing Committee on Premier,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/683,Committee Member,
Cultural Affairs and Sport,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/684,Alternate Member,
Disabled and Youth Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/685,Alternate Member,
Rules Committee,Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/681,Alternate Member,
Democratic Alliance (DA),Cathleen Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1363,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Cathlene Labuschagne,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6668,za.org.pa.www/core_organisation/78,Member,
National Freedom Party (NFP),Cathrine Matseleng Mpete,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7639,za.org.pa.www/core_organisation/792,Member,
African National Congress (ANC),Cathrine Matsimbi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4195,za.org.pa.www/core_organisation/77,Member,
National Freedom Party (NFP),Cathrine Mmapule Moagi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7836,za.org.pa.www/core_organisation/792,Member,
African People's Convention (APC),Cathrine Pilane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5169,za.org.pa.www/core_organisation/76,Member,
Democratic Alliance (DA),Cathrine Willemse,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6440,za.org.pa.www/core_organisation/78,Member,
Economic Freedom Fighters (EFF),Cebisile Bridget Shangase,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6782,za.org.pa.www/core_organisation/810,Member,
United Democratic Movement (UDM),Cebisile Prudance Nkosi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9146,za.org.pa.www/core_organisation/74,Member,
National Freedom Party (NFP),Cebisile Sindisiwe Mdletshe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7702,za.org.pa.www/core_organisation/792,Member,
Ubumbano Lwesizwe Sabangoni (UBUMBANO),Cebolakhe Isaac Buthelezi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8642,za.org.pa.www/core_organisation/804,Member,
Merafong Civic Association (MECA),Cebolozakha Chance Qwabe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7573,za.org.pa.www/core_organisation/791,Member,
Congress of the People (COPE),Cecil Cornelius Skeffers,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6177,za.org.pa.www/core_organisation/75,Member,
Democratic Alliance (DA),Cecile Janse Van Rensburg,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6673,za.org.pa.www/core_organisation/78,Member,
Democratic Alliance (DA),Cecilia Anne Auld,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6415,za.org.pa.www/core_organisation/78,Member,
Azanian People's Organisation (AZAPO),Cecilia Maflae Sinono,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5678,za.org.pa.www/core_organisation/80,Member,
Congress of the People (COPE),Cecilia Mampe Papadi Kotsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/687,za.org.pa.www/core_organisation/75,Member,
Tourism,Cecilia Mampe Papadi Kotsi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/687,za.org.pa.www/core_organisation/243,Alternate Member,
Democratic Alliance (DA),Cecilia Reeders,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6344,za.org.pa.www/core_organisation/78,Member,
African National Congress (ANC),Cecilia Shirley Kediinametse Sechoaro,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4404,za.org.pa.www/core_organisation/77,Member,
African People's Convention (APC),Cecilia Thandeka Khontswa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4663,za.org.pa.www/core_organisation/76,Member,
African National Congress (ANC),Cecil Mlungisi Ndamase,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4364,za.org.pa.www/core_organisation/77,Member,
Agang South Africa (AGANG SA),Cecil Monwabisi Jobela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5400,za.org.pa.www/core_organisation/780,Member,
African National Congress (ANC),Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/77,Member,
Joint Standing Committee on Intelligence,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/117,Member,
Joint Standing on Intelligence,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/192,Chairperson,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/145,Chairperson,
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,Cecil Valentine Burgess,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/570,za.org.pa.www/core_organisation/778,Member,
