person_name,nature,number,source_url,company_name,report,nominal_value
Christian Themba Msimang,Phuthuma - BEE,1000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Media 24,2010Disclosure,"R20,000"
Christian Themba Msimang,Yizani - BEE,234,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Media 24,2010Disclosure,"R4,680"
Christian Themba Msimang,Ordinary,2000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Hibrard Publishers,2010Disclosure,"R2,000"
Christian Themba Msimang,Eyethu-BEE,208,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Nedbank,2010Disclosure,"R18,000"
Christian Themba Msimang,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Puthuma Nathi,Ethics Full Report 2012,R35 each
Christian Themba Msimang,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Welkom Yizani,Ethics Full Report 2012,R100 each
Christian Themba Msimang,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Bard Publishers,Ethics Full Report 2012,R10 each
Christian Themba Msimang,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Puthuma Nathi,Ethics Full Report 2013,R35 each
Christian Themba Msimang,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Welkom Yizani,Ethics Full Report 2013,R100 each
Christian Themba Msimang,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Bard Publishers,Ethics Full Report 2013,R10 each
Christian Themba Msimang,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Hibbard Publishers,2011 2012 MI Full List,R2 000
Christian Themba Msimang,,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Zentec Trading 93CC,2011 2012 MI Full List,R500 000
Christian Themba Msimang,BEE,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Media 24,2011 2012 MI Full List,R20 000
Christian Themba Msimang,BEE,234,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/826,Media 24,2011 2012 MI Full List,R4 684
Christopher Lancaster Gololo,,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,MTN,Ethics Full Report 2012,R20 000
Christopher Lancaster Gololo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,MTN,Ethics Full Report 2013,R20 000
Christopher Lancaster Gololo,,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/643,MTN,2011 2012 MI Full List,R50 000
Chun-Chiao Huang,Normal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,Sasol,Ethics Full Report 2012,
Chun-Chiao Huang,Normal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,Vodacom,Ethics Full Report 2012,
Chun-Chiao Huang,Normal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,Sacoil,Ethics Full Report 2012,
Chun-Chiao Huang,Normal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,Labat,Ethics Full Report 2012,
Chun-Chiao Huang,Normal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/663,Apple,Ethics Full Report 2012,
Constance Kedibone Kelekegile Mosimane,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/814,Sasol,Ethics Full Report 2013,
Constance Kedibone Kelekegile Mosimane,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/814,CKK Properties,Ethics Full Report 2013,
Constance Kedibone Kelekegile Mosimane,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/814,Sasol,Ethics Full Report 2012,
Cornelia Carol September,Investment,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/922,ABSA,Ethics Full Report 2012,
Cornelia Carol September,Aims Investment - Pension,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/922,ABSA,Ethics Full Report 2013,
Cornelius Petrus Mulder,Privaat,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Conquad (Pty) Ltd,2010Disclosure,R100
Cornelius Petrus Mulder,Public Co.,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglo,2010Disclosure,"R27,565"
Cornelius Petrus Mulder,Public Co.,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglo Gold Ashanti,2010Disclosure,"R8,822"
Cornelius Petrus Mulder,Public Co.,778,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,British American Tobacco,2010Disclosure,"R197,223"
Cornelius Petrus Mulder,Public Co.,"13,250",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Richemont,2010Disclosure,"R376,035"
Cornelius Petrus Mulder,Public Co.,"1,000",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,D.R.D Gold,2010Disclosure,"R3,100"
Cornelius Petrus Mulder,Public Co.,196,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Goldfields,2010Disclosure,"R19,943"
Cornelius Petrus Mulder,Public Co.,"134,200",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Kairos,2010Disclosure,"R10,700"
Cornelius Petrus Mulder,Public Co.,333,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,MTN,2010Disclosure,"R39,187"
Cornelius Petrus Mulder,Public Co.,777,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Naspers-N,2010Disclosure,"R235,283"
Cornelius Petrus Mulder,Public Co.,"3,700",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Reinet,2010Disclosure,"R41,736"
Cornelius Petrus Mulder,Public Co.,168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Arcellor Mittal,2010Disclosure,"R14,506"
Cornelius Petrus Mulder,Public Co.,"2,434",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sanlam,2010Disclosure,"R58,200"
Cornelius Petrus Mulder,Ordinary,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglos,Ethics Full Report 2012,R24 624
Cornelius Petrus Mulder,Ordinary,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglogold,Ethics Full Report 2012,R7 921
Cornelius Petrus Mulder,Ordinary,778,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,British American Tobacco,Ethics Full Report 2012,R341 363
Cornelius Petrus Mulder,Ordinary,13 250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Richemont CFR,Ethics Full Report 2012,R617 318
Cornelius Petrus Mulder,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,DRD Gold,Ethics Full Report 2012,R5 060
Cornelius Petrus Mulder,Ordinary,250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Goldfields,Ethics Full Report 2012,R26 785
Cornelius Petrus Mulder,',333,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,MTN,Ethics Full Report 2012,R49 610
Cornelius Petrus Mulder,',452,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Naspers,Ethics Full Report 2012,R203 355
Cornelius Petrus Mulder,',5 200,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Reinet,Ethics Full Report 2012,R79 352
Cornelius Petrus Mulder,',168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Mittal,Ethics Full Report 2012,R7 510
Cornelius Petrus Mulder,',15,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Exxaro,Ethics Full Report 2012,R2 532
Cornelius Petrus Mulder,',216,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sovereign Food,Ethics Full Report 2012,R875
Cornelius Petrus Mulder,',125,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sappi,Ethics Full Report 2012,R3 106
Cornelius Petrus Mulder,',2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Satrix Divi,Ethics Full Report 2012,R3 940
Cornelius Petrus Mulder,Ordinary,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglo,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglo Gold,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,778,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,BATS,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,DRD Gold,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,15,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Exxaro,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Goldfields,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,400,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,MTN,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,452,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Naspers N,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,5 700,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Reinet,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,12 250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Richemont CFR,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,200,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sappi,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,2 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Satrix Divi,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sibanye,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,216,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Soufood,Ethics Full Report 2013,
Cornelius Petrus Mulder,Ordinary,168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,ARC Mittal,Ethics Full Report 2013,
Cornelius Petrus Mulder,,216,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sovereign Food Investments,2011 2012 MI Full List,
Cornelius Petrus Mulder,,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Satrix Divi,2011 2012 MI Full List,
Cornelius Petrus Mulder,,168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Archelor Mittal,2011 2012 MI Full List,
Cornelius Petrus Mulder,,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Conquad (Pty) Ltd,2011 2012 MI Full List,
Cornelius Petrus Mulder,,100% Ledebelang,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Sirius Peka Bk,2011 2012 MI Full List,
Cornelius Petrus Mulder,,100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglo American PLC,2011 2012 MI Full List,
Cornelius Petrus Mulder,,28,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Anglogold Ashanti,2011 2012 MI Full List,
Cornelius Petrus Mulder,,778,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,British American Tobacco,2011 2012 MI Full List,
Cornelius Petrus Mulder,,13 250,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Richemont,2011 2012 MI Full List,
Cornelius Petrus Mulder,,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,DRD Gold,2011 2012 MI Full List,
Cornelius Petrus Mulder,,15,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Exxaso Resources Ltd,2011 2012 MI Full List,
Cornelius Petrus Mulder,,196,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Gold Fields,2011 2012 MI Full List,
Cornelius Petrus Mulder,,160 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Kairos,2011 2012 MI Full List,
Cornelius Petrus Mulder,,333,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,MTN Group Ltd,2011 2012 MI Full List,
Cornelius Petrus Mulder,,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Metorex Ltd,2011 2012 MI Full List,
Cornelius Petrus Mulder,,777,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Naspers,2011 2012 MI Full List,
Cornelius Petrus Mulder,,4 500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Reinet Investments,2011 2012 MI Full List,
Cornelius Petrus Mulder,,4 500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/834,Reinet Investments,2011 2012 MI Full List,
Dalitha Fiki Boshigo,CC,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Swakanang Development,2010Disclosure,Nil
Dalitha Fiki Boshigo,Private,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Sekhukane Women in Mining [Dormant],2010Disclosure,Nil
Dalitha Fiki Boshigo,Private,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Moramodi Trading,2010Disclosure,Nil
Dalitha Fiki Boshigo,,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,LND Mining Investment,2010Disclosure,Nil
Dalitha Fiki Boshigo,Private,0%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Batau Rest,2010Disclosure,
Dalitha Fiki Boshigo,"""",20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Swakanang B.E. [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,"""",20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Mantsokodi W Mashifane [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,CC,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Sekhukhunew in Mining [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,CC,60%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Moramadi B [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,CC,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Elpsis B Trading [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,CC,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Dalitha B Enterprise [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,Private,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Money Mine 47 Nkgape Mining [Dormant],Ethics Full Report 2012,
Dalitha Fiki Boshigo,,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Swakanang B.E. [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Mantsokodi W Mashifane [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,,60%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Moramadi B [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Elpsis B Trading [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,Private,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Money Mine 47 Nkgape Mining [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Sekhukhune in Mining [Dormant],Ethics Full Report 2013,
Dalitha Fiki Boshigo,Mining,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,LND Mining Investment,2011 2012 MI Full List,Nil
Dalitha Fiki Boshigo,Development,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Swakanang Development,2011 2012 MI Full List,Nil
Dalitha Fiki Boshigo,Mining,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Sekhukhune W. Mining,2011 2012 MI Full List,Nil
Dalitha Fiki Boshigo,Trading,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Moramadi Trading,2011 2012 MI Full List,Nil
Dalitha Fiki Boshigo,Restaurant,0%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/565,Batau Restaurant,2011 2012 MI Full List,Nil
Daphne Zukiswa Rantho,Shares,3245,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1064,StratEquity Empowerment Investment (Pty) Ltd,2010Disclosure,"R3,212.55"
Daphne Zukiswa Rantho,Shares,- 6 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1064,Stratequity Empowerment Investment (Pty) Ltd,Ethics Full Report 2012,R6 915
Daphne Zukiswa Rantho,Shares,-6 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1064,Stratequity Empowerment Investment (Pty) Ltd,Ethics Full Report 2013,R6 915
Daphne Zukiswa Rantho,Shares,+-6000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1064,Investments (Pty) Ltd,2011 2012 MI Full List,R6 595
Darryl Arthur Worth,Ordinary,"66,528",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Glenrand MIB Ltd,2010Disclosure,"R66,528 [R1.00 each]"
Darryl Arthur Worth,Ordinary,"1,500",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Old Mutual PLC,2010Disclosure,"R18,420"
Darryl Arthur Worth,Unit Trust,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Momentum Life,2010Disclosure,"R410,000"
Darryl Arthur Worth,Unit Trust,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Momentum Life,Ethics Full Report 2012,R452 175.00
Darryl Arthur Worth,Shares,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,BOE Stockbrokers (Pty) Ltd,Ethics Full Report 2012,R49 428.39
Darryl Arthur Worth,Ordinary,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Momentum,Ethics Full Report 2013,R652 436.25
Darryl Arthur Worth,Ordinary,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Momentum,Ethics Full Report 2013,R70 430.03
Darryl Arthur Worth,Ordinary,Various,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Nedbank Private Wealth,Ethics Full Report 2013,R105 977.00
Darryl Arthur Worth,Ordinary shares,2 200,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Old Mutual PLC,2011 2012 MI Full List,R32 516
Darryl Arthur Worth,Ordinary shares,66 528,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,GLENMIB [To be delisted],2011 2012 MI Full List,R132 961.13
Darryl Arthur Worth,Unit Trust,Flex Investment Option,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1071,Momentum Unit Trust,2011 2012 MI Full List,R486 672.70
David Christie Ross,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Club Santorini 16 [CC],2010Disclosure,50%
David Christie Ross,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Arthur's Hotel,2010Disclosure,
David Christie Ross,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Sasol,2010Disclosure,
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Club Santorini 16CC,Ethics Full Report 2012,50%
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Arthurs Hotel,Ethics Full Report 2012,100%
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Club Santorini 16CC,Ethics Full Report 2013,50%
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Arthurs Hotel (Pty) Ltd,Ethics Full Report 2013,100%
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Sasol,Ethics Full Report 2013,
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Club Santorini 16CC,2011 2012 MI Full List,50%
David Christie Ross,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Arthur Hotel,2011 2012 MI Full List,100%
David Christie Ross,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/909,Sasol,2011 2012 MI Full List,
David Douglas Des Van Rooyen,,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Welkom Yizani,2010Disclosure,
David Douglas Des Van Rooyen,,203,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Asonge,2010Disclosure,
David Douglas Des Van Rooyen,,106,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Khulisa,2010Disclosure,
David Douglas Des Van Rooyen,Shares,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Welkom Yizani,Ethics Full Report 2012,
David Douglas Des Van Rooyen,Shares,203,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Asonge,Ethics Full Report 2012,
David Douglas Des Van Rooyen,Shares,106,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Khulisa,Ethics Full Report 2012,
David Douglas Des Van Rooyen,Shares,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Welkom Yizani,Ethics Full Report 2013,
David Douglas Des Van Rooyen,Shares,203,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Asonge,Ethics Full Report 2013,
David Douglas Des Van Rooyen,Shares,106,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Khalisa,Ethics Full Report 2013,
David Douglas Des Van Rooyen,Shares,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Welkom Yizani,2011 2012 MI Full List,
David Douglas Des Van Rooyen,Shares,203,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Asonge,2011 2012 MI Full List,
David Douglas Des Van Rooyen,Shares,106,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/989,Khulisa,2011 2012 MI Full List,
David John Maynier,Pension Preservation Fund,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/767,Allan Gray,Ethics Full Report 2013,+-R887 000
Deborah Anne Schäfer,Family Trust,Trustee and beneficiary,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/916,Debmar Trust,2010Disclosure,Houshold furniture
Deborah Anne Schäfer,Family Trust,Trustee,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/916,Delsmar Trust ITG 2846/97,Ethics Full Report 2012,"Household, Furniture and Personal effects"
Deborah Anne Schäfer,Family Trust,Trustee,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/916,Debmar Trust ITG 2846/97,Ethics Full Report 2013,"Household, futniture &amp; personal effects"
Deborah Anne Schäfer,Family Trust,Trustee,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/916,Debmar Trust,2011 2012 MI Full List,Personal effects
Denise Robinson,Unit Trust,145,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Sanlam,2010Disclosure,"R9,493"
Denise Robinson,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,RMBI Offshore,2010Disclosure,"R490,000"
Denise Robinson,Equity Fund,2688,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Stanlib,2010Disclosure,"R10,833"
Denise Robinson,Equity Fund,2 772,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Stanlib,Ethics Full Report 2012,R15 180
Denise Robinson,Unit Trust,148,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Sanlam,Ethics Full Report 2012,R12 289
Denise Robinson,Unit Trust Funds,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,RMBI Offshore,Ethics Full Report 2012,R530 000
Denise Robinson,Equity Fund,2 866,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Stanlib,Ethics Full Report 2013,R19 086
Denise Robinson,Unit Trust,151,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/907,Sanlam,Ethics Full Report 2013,R14 408
