person_name,nature,number,source_url,company_name,report,nominal_value
Agnes Christin Mashishi,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752,Whiphold Mining Activity,Ethics Full Report 2012,
Agnes Christin Mashishi,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752,TVI Express Network,Ethics Full Report 2012,
Agnes Christin Mashishi,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752,Sawima Holdings,Ethics Full Report 2013,R500
Agnes Christin Mashishi,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752,Sawim Holdings,2011 2012 MI Full List,R500
Alina Mfulo,Share,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782,Old Mutual,Ethics Full Report 2013,
Alina Mfulo,Share,25,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782,Sasol Inzalo,Ethics Full Report 2013,
Alina Mfulo,,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782,Old Mutual,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,Ordinary,445,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Asonge,2010Disclosure,
Alpheus Mokabhe Maziya,Ordinary,27,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Sasol,2010Disclosure,
Alpheus Mokabhe Maziya,Ordinary,25 1/2,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Scip engineering,2010Disclosure,
Alpheus Mokabhe Maziya,Ordinary,5,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Frontline,2010Disclosure,
Alpheus Mokabhe Maziya,Ordinary,5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Frontline,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,Ordinary,5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Ratakuwa,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,Ordinary,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Scip Engineering,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,Ordinary,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Phoebus Apollo,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,Not for gain,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Nokwanda Housing,Ethics Full Report 2012,
Alpheus Mokabhe Maziya,,4,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Ratakuwa,Ethics Full Report 2013,
Alpheus Mokabhe Maziya,,4,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Frontline,Ethics Full Report 2013,
Alpheus Mokabhe Maziya,,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,SCIP,2011 2012 MI Full List,
Alpheus Mokabhe Maziya,,5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Frontline International,2011 2012 MI Full List,
Alpheus Mokabhe Maziya,,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769,Phoebus Apollo,2011 2012 MI Full List,
Anchen Margaretha Dreyer,Annuity Funds,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Sanlam,2010Disclosure,"R400,561"
Anchen Margaretha Dreyer,Shares,"1,100",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Old Mutual,2010Disclosure,"+-R50,000"
Anchen Margaretha Dreyer,Preservation Pension Plan,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Momentum,2010Disclosure,"+-R50,000"
Anchen Margaretha Dreyer,Trust,503,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Sanlam,2010Disclosure,"+-R10,000"
Anchen Margaretha Dreyer,Life Policy,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Old Mutual,2010Disclosure,"+-R200,000"
Anchen Margaretha Dreyer,,Portfolio of managed investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Kruger International,Ethics Full Report 2012,
Anchen Margaretha Dreyer,,Portfolio of managed investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Kruger International,Ethics Full Report 2013,
Anchen Margaretha Dreyer,Uittree Annuiteite,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Sanlam,2011 2012 MI Full List,
Anchen Margaretha Dreyer,[Diskresionele beleggings],,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/610,Sanlam; Private Investments,2011 2012 MI Full List,
Andrew Mlangeni,Ordinary,1000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Allied Technologies,2010Disclosure,"R49,950.00"
Andrew Mlangeni,Ordinary,1800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Nampak Ltd Ord.,2010Disclosure,"R22,950.00"
Andrew Mlangeni,Ordinary,81000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,White Water Resources Ltd,2010Disclosure,"R13,770.00"
Andrew Mlangeni,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Allied Technologies,Ethics Full Report 2012,R49 950
Andrew Mlangeni,Ordinary,1 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Nampak Ltd,Ethics Full Report 2012,R25 850
Andrew Mlangeni,Ordinary,81 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,White Water Resources Ltd,Ethics Full Report 2012,R15 880
Andrew Mlangeni,,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Allied Technologies,Ethics Full Report 2013,R49 950
Andrew Mlangeni,,1 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Nampak Ltd,Ethics Full Report 2013,R25 850
Andrew Mlangeni,,81 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,White Water Resources Ltd.,Ethics Full Report 2013,R15 880
Andrew Mlangeni,Ordinary,1 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Allied Technologies,2011 2012 MI Full List,R49 950
Andrew Mlangeni,Ordinary,1 800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,Nampak Ltd Ord.,2011 2012 MI Full List,R25 850
Andrew Mlangeni,Ordinary,81 000,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792,White Water Resources Ltd,2011 2012 MI Full List,R15 880
Andricus Pieter Van der Westhuizen,Ordinary,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Sanlam Ltd,2010Disclosure,"R20,000"
Andricus Pieter Van der Westhuizen,Ordinary,-,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Old Mutual Ltd,2010Disclosure,"R20,000"
Andricus Pieter Van der Westhuizen,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Sanlam Ltd,Ethics Full Report 2012,R10 000+
Andricus Pieter Van der Westhuizen,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Old Mutual Ltd,Ethics Full Report 2012,R10 000+
Andricus Pieter Van der Westhuizen,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Old Mutual,Ethics Full Report 2013,R20 000
Andricus Pieter Van der Westhuizen,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Sanlam,Ethics Full Report 2013,R20 000
Andricus Pieter Van der Westhuizen,Ordinary Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Sanlam Ltd,2011 2012 MI Full List,Less than R5 000
Andricus Pieter Van der Westhuizen,Ordinary Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996,Old Mutual Ltd,2011 2012 MI Full List,Less than R5 000
Andries Carl Nel,Ordinary,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Sanlam,2010Disclosure,"R7,182.00"
Andries Carl Nel,Exchange security,3118,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Satrix,2010Disclosure,"R78,578.55"
Andries Carl Nel,,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Media Inv.,2010Disclosure,R1000
Andries Carl Nel,,1,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Moshito Inv.,2010Disclosure,R250.00
Andries Carl Nel,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Stanlib Money Market,2010Disclosure,R240.000
Andries Carl Nel,Ordinary,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Sanlam,Ethics Full Report 2012,
Andries Carl Nel,Exchange Traded SEc,5 694,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Satrix,Ethics Full Report 2012,
Andries Carl Nel,Unit Trusts,Variable,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Stanlib Money Market,Ethics Full Report 2012,
Andries Carl Nel,Ordinary,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Sanlam,Ethics Full Report 2013,
Andries Carl Nel,Exchange Traded Security,6 961,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Satrix,Ethics Full Report 2013,
Andries Carl Nel,Ordinary,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Sanlam,2011 2012 MI Full List,R7 182.00
Andries Carl Nel,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Stanlib Money Market,2011 2012 MI Full List,
Andries Carl Nel,Exchange Traded Security,3118,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844,Satrix,2011 2012 MI Full List,R78 578.55
A N Luthuli,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/704,Sasol,2010Disclosure,"R1,765"
Annelizé van Wyk,Public shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Old Mutual,2010Disclosure,""""
Annelizé van Wyk,Public shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Liberty Life,2010Disclosure,
Annelizé van Wyk,Public shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Old Mutual,Ethics Full Report 2012,
Annelizé van Wyk,,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Sanlam,Ethics Full Report 2012,
Annelizé van Wyk,Public shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Sanlam,Ethics Full Report 2013,
Annelizé van Wyk,Public shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Old Mutual,Ethics Full Report 2013,
Annelizé van Wyk,Public Shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Liberty Life,2011 2012 MI Full List,
Annelizé van Wyk,Shares,300,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1015,Old Mutual,2011 2012 MI Full List,
Anton De Waal Alberts,"""",50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,Cyberlaw Solutions CC,2010Disclosure,-
Anton De Waal Alberts,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,Digistar Constellation Electronics (Pty) Ltd [In Deregistration],2010Disclosure,
Anton De Waal Alberts,Gewoon,10%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,ABVP Ing.,2010Disclosure,"+-R500,000"
Anton De Waal Alberts,Gewoon,5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,Touchdown Express Travel,2010Disclosure,"+-R100,000"
Anton De Waal Alberts,Gewone,"7,7%",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,Evening Shade Properties (Pty) Ltd,Ethics Full Report 2012,R350 000
Anton De Waal Alberts,Gewone,"7,7%",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,Evening Shade Properties (Pty) Ltd,Ethics Full Report 2013,R350 000
Anton De Waal Alberts,Gewone,"7,7%",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546,(Pty) Ltd,2011 2012 MI Full List,R350 000
Arron Cecil Steyn,Investment,Off-shore,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,2010Disclosure,"R150,000"
Arron Cecil Steyn,Khulisa,223,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Telkom,2010Disclosure,
Arron Cecil Steyn,Ordinary,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Phutuma Nathi,2010Disclosure,
Arron Cecil Steyn,Investment,Off-shore,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,Ethics Full Report 2012,R200 000.00
Arron Cecil Steyn,Shares,223,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Telkom,Ethics Full Report 2012,
Arron Cecil Steyn,Ordinary shares,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Phuthuma Nathi,Ethics Full Report 2012,
Arron Cecil Steyn,Mill Ind. Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,Ethics Full Report 2012,R100 000.00
Arron Cecil Steyn,Ordinary,111,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Sasol,Ethics Full Report 2012,
Arron Cecil Steyn,Market Link,Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Standard Bank,Ethics Full Report 2012,+-R70 000.00
Arron Cecil Steyn,Market Link,Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Standard Bank,Ethics Full Report 2012,"-R1,38m"
Arron Cecil Steyn,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Yizani,Ethics Full Report 2012,
Arron Cecil Steyn,Offshore,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,Ethics Full Report 2013,R300 000
Arron Cecil Steyn,,223,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Telkom,Ethics Full Report 2013,
Arron Cecil Steyn,Ordinary,111,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Sasol,Ethics Full Report 2013,
Arron Cecil Steyn,Ordinary,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Phuthuma Nathi,Ethics Full Report 2013,
Arron Cecil Steyn,Mill Ind/ Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,Ethics Full Report 2013,R100 000
Arron Cecil Steyn,Ordinary,430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Standard Bank,Ethics Full Report 2013,"R1,4m"
Arron Cecil Steyn,Investment,Off-Shire,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,2011 2012 MI Full List,R200 000
Arron Cecil Steyn,Khulisa,223,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Telkom,2011 2012 MI Full List,
Arron Cecil Steyn,Ordinary,500,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Phuthuma Nathi,2011 2012 MI Full List,
Arron Cecil Steyn,Millenium INd. Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Liberty,2011 2012 MI Full List,R100 000
Arron Cecil Steyn,Ordinary,111,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Sasol Inzalo,2011 2012 MI Full List,
Arron Cecil Steyn,Market Link,Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Standard Bank,2011 2012 MI Full List,R40 000
Arron Cecil Steyn,Market Link,Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/956,Standard Bank,2011 2012 MI Full List,R1 400 000
Arthur Roy Ainslie,,800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,2010Disclosure,"R14,000"
Arthur Roy Ainslie,Unit Trust,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,"Investec, Standard Bank",2010Disclosure,"R46,000"
Arthur Roy Ainslie,,800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,Ethics Full Report 2012,R10 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Investec; Stanlib; Nedgroup,Ethics Full Report 2012,R100 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,RSA Retail Bonds,Ethics Full Report 2012,R25 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Momentum,Ethics Full Report 2012,R167 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,Ethics Full Report 2012,R1 000 000
Arthur Roy Ainslie,,800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,Ethics Full Report 2013,R10 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,RSA Retail Bonds,Ethics Full Report 2013,R26 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Momentum,Ethics Full Report 2013,R175 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,Ethics Full Report 2013,R1 100 000
Arthur Roy Ainslie,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,"Investec, Stanlib, Nedgroup",Ethics Full Report 2013,R120 000
Arthur Roy Ainslie,,800,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,Old Mutual,2011 2012 MI Full List,R12 000
Arthur Roy Ainslie,Various unit trusts,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/545,"Investec, Standard Bank",2011 2012 MI Full List,R60 000
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,EMP Holdings,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Alas (Pty) Ltd,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,The Blue Pages,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,ATV (Pty) Ltd,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,22.5% of 26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Iboyile,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Farming,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden in Africa Farm (Pty) Ltd,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Brick Manufacturing,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden Brick Yard,2010Disclosure,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,EMP Holdings,Ethics Full Report 2012,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Alas (Pty)td,Ethics Full Report 2012,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,The Blue Pages,Ethics Full Report 2012,
Aubrey Dundubala Mokoena,,26.5% of,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,ATV (Pty) Ltd,Ethics Full Report 2012,
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Iboyile,Ethics Full Report 2012,
Aubrey Dundubala Mokoena,Farming,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden in Africa Farm (Pty) Ltd,Ethics Full Report 2012,
Aubrey Dundubala Mokoena,Brick Manufacturing,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden Brick Yard,Ethics Full Report 2012,
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,EMP Holdings,Ethics Full Report 2013,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Alas (Pty) Ltd,Ethics Full Report 2013,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,The Blue Pages,Ethics Full Report 2013,
Aubrey Dundubala Mokoena,Ordinary,26.5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,ATV (Pty) Ltd,Ethics Full Report 2013,
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Iboyile,Ethics Full Report 2013,
Aubrey Dundubala Mokoena,Farming,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden In Africa Farm (Pty) Ltd,Ethics Full Report 2013,
Aubrey Dundubala Mokoena,Brick manufacturing,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden Brick Yard,Ethics Full Report 2013,
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,EMP Holdings,2011 2012 MI Full List,R1.00 each
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Alas (Pty) Ltd,2011 2012 MI Full List,
Aubrey Dundubala Mokoena,Ordinary,20%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,The Blue Pages,2011 2012 MI Full List,
Aubrey Dundubala Mokoena,,22.5% of,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,ATV (Pty) Ltd,2011 2012 MI Full List,
Aubrey Dundubala Mokoena,Ordinary,26%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Iboyile,2011 2012 MI Full List,
Aubrey Dundubala Mokoena,Farming,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden in Africa Farm (Pty) Ltd,2011 2012 MI Full List,
Aubrey Dundubala Mokoena,Brick Manufacturing,25%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804,Eden Brick Yard,2011 2012 MI Full List,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Southern Storm Properties 72,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Ampy Investments 9,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Full Swing Trading 405,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Mawetho General Maintenance,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Miaya Construction,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Motse Aya Trading,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Sierra Maintenance,2010Disclosure,
Ayanda Dlodlo,,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Udumo Trading 279,2010Disclosure,
Ayanda Dlodlo,Investment shares,8.5%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Citi Connect,Ethics Full Report 2012,R5.2m
Ayanda Dlodlo,Shares,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Desert Wind Properties,Ethics Full Report 2012,
Ayanda Dlodlo,"""",49%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Miaya Construction [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,100%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Mawetho General Maintenance [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,50%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Siera Maintenance [Not active],Ethics Full Report 2013,
Ayanda Dlodlo,Business Shares,60%,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605,Motswile Trading [Not active],Ethics Full Report 2013,
