report,company_type,person_name,company_name,source_url
2010Disclosure,-,Agnes Christin Mashishi,Ngwana Me Yanga [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2010Disclosure,-,Agnes Christin Mashishi,Kgokagamo Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,[Dormant],Agnes Christin Mashishi,Whiphold,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,[Dormant],Agnes Christin Mashishi,Sifled Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,,Agnes Christin Mashishi,Mashishi A Christan,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,,Agnes Christin Mashishi,Mahloko Teffo Alfred,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,,Agnes Christin Mashishi,Sifled Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,Private Co.,Agnes Christin Mashishi,Basadi Ke Maatla Construction and General Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2012,CC,Agnes Christin Mashishi,Sifled Trading Enterprise,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
Ethics Full Report 2013,General Trading,Agnes Christin Mashishi,Sifled,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2011 2012 MI Full List,Dormant Co.,Agnes Christin Mashishi,Ngwana Me Yanga,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2011 2012 MI Full List,General Trading,Agnes Christin Mashishi,Sifled,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2011 2012 MI Full List,Dormant Co.,Agnes Christin Mashishi,Kgokagano Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2011 2012 MI Full List,Dormant Co.,Agnes Christin Mashishi,Mmaphenyo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/752
2010Disclosure,Educational tourism,Albert Theo Fritz,Eduwise Volunteers CC [Dormant],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1338
2010Disclosure,Section 21 Co.,Alfred Mkhipheni Mpontshane,Amakhono Leadership,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
2010Disclosure,Dormant,Alfred Mkhipheni Mpontshane,Development Institute,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
Ethics Full Report 2012,Dormant Co.,Alfred Mkhipheni Mpontshane,Director - Section 21 Company,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
Ethics Full Report 2012,Political Education Training,Alfred Mkhipheni Mpontshane,Amakhono Leadership Development Institute,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
Ethics Full Report 2013,[Dormant],Alfred Mkhipheni Mpontshane,Amakhono Leadership Development Institute,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
2011 2012 MI Full List,Section 21 Company [Dormant],Alfred Mkhipheni Mpontshane,Development Institute,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/825
Ethics Full Report 2013,Events Management,Alina Mfulo,Thandine Mfulo Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782
Ethics Full Report 2013,Construction &amp; Supplies,Alina Mfulo,WOE Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782
Ethics Full Report 2012,Events Management [Dormant],Alina Mfulo,Diamond Ronett Promotions,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782
Ethics Full Report 2012,Construction work,Alina Mfulo,WOE [50%] Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/782
2010Disclosure,CC [Deregistration process],A Louw,Phatsimang Security,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/701
2010Disclosure,CC [Deregistration process],A Louw,Spot on Fotoshop,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/701
2010Disclosure,CC [Deregistration process],A Louw,Teemaneng Agri Mining,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/701
2010Disclosure,Consulting engineering,Alpheus Mokabhe Maziya,Scip Engineering,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,CC,Alpheus Mokabhe Maziya,Thebeyapelo Financial Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,CC,Alpheus Mokabhe Maziya,Masiqhame Trading 740,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,Private Co.,Alpheus Mokabhe Maziya,Scip Developments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,CC,Alpheus Mokabhe Maziya,Reagetswe Trading 163,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,Private Co.,Alpheus Mokabhe Maziya,Dithaba Project Management,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2011 2012 MI Full List,Consulting Engineering,Alpheus Mokabhe Maziya,SCIP Engineering,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2011 2012 MI Full List,Aviation,Alpheus Mokabhe Maziya,Phoebus Apollo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/769
2010Disclosure,CC,A Mda,Neza Recycling Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/775
2010Disclosure,CC,A Mda,KPA Call Centre,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/775
2010Disclosure,CC [Resigned 29 June 2009],Archibold Mzuvukile Figlan,Amazizi Light Engineering,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/625
2011 2012 MI Full List,CC [Resigned],Archibold Mzuvukile Figlan,Amazizi Light Engineering,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/625
Ethics Full Report 2013,Property,André Hurtley Gaum,Green Willows Properties 57 (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2013,Property,André Hurtley Gaum,Caab Investments (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2013,Property,André Hurtley Gaum,Rich Rewards Trading 113 (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2013,General trading in all aspects,André Hurtley Gaum,Blaq Sum Entertainment CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2013,Air jacks,André Hurtley Gaum,Powerlion Distributors CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2012,Property,André Hurtley Gaum,Green Willows properties 57 (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2012,Property,André Hurtley Gaum,Caab Investments (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2012,Property,André Hurtley Gaum,Rich Rewards Trading 113 (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2012,General trading in all aspects,André Hurtley Gaum,Blaq Sum Entertainment CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
Ethics Full Report 2012,Air jacks,André Hurtley Gaum,Powerlion Distributors CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2011 2012 MI Full List,Property,André Hurtley Gaum,Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2011 2012 MI Full List,Property,André Hurtley Gaum,Caab Investments (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2011 2012 MI Full List,,André Hurtley Gaum,Rich Rewards Trading 113 (Pty) Ltd  Property,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2011 2012 MI Full List,General trading in all aspects,André Hurtley Gaum,Blaq Sum Intertainment CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2011 2012 MI Full List,Air jacks,André Hurtley Gaum,Power Lion Distributors CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/633
2010Disclosure,Interested in Mining,Andrew Mlangeni,City Square Trading 977,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2010Disclosure,Investments [Deregistered],Andrew Mlangeni,Inkwenkwezi Gold,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2010Disclosure,Resigned,Andrew Mlangeni,Whitewater Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2010Disclosure,Investment Co.,Andrew Mlangeni,Xpanse Investment [Trading as Olyfunt Investment],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2010Disclosure,Mining,Andrew Mlangeni,JTC Capital (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2012,Coal Mining,Andrew Mlangeni,City Square Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2012,Investment Co.,Andrew Mlangeni,Xpanse Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2012,Investment Company,Andrew Mlangeni,REbanwe,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2013,Investment Co.,Andrew Mlangeni,Rebanwe,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2013,Coal Mining,Andrew Mlangeni,City Square Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
Ethics Full Report 2013,Investment Co.,Andrew Mlangeni,Xpanse Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2011 2012 MI Full List,Interested in Mining,Andrew Mlangeni,City Square Trading 977,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2011 2012 MI Full List,Investment Co.,Andrew Mlangeni,Xpanse Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2011 2012 MI Full List,Mining,Andrew Mlangeni,JTC Capital (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2011 2012 MI Full List,Investment Co.,Andrew Mlangeni,Rebangwe,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/792
2010Disclosure,Section 21 Co.,Andricus Pieter Van der Westhuizen,Centre for Extended Learning (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
2010Disclosure,Section 21 Co.,Andricus Pieter Van der Westhuizen,Stellemploy (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2012,Non-profit company,Andricus Pieter Van der Westhuizen,Stellemploy (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2012,Trust,Andricus Pieter Van der Westhuizen,Franschoek Jeugontwikkelings Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2012,Non-profit company,Andricus Pieter Van der Westhuizen,Centre for Extended Learning,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2013,Section 21 [non NPO],Andricus Pieter Van der Westhuizen,Stellemploy,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2013,Property held in Trust,Andricus Pieter Van der Westhuizen,Franschoek Jeug Ontwikkelings Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
Ethics Full Report 2013,Section 21 [non NPO],Andricus Pieter Van der Westhuizen,Centre For Extended Learning,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
2011 2012 MI Full List,Section 21 Co.,Andricus Pieter Van der Westhuizen,Centre for Extended Learning,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
2011 2012 MI Full List,Section 21 Co.,Andricus Pieter Van der Westhuizen,Stellemploy (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/996
2011 2012 MI Full List,Co. deregistered,Andries Carl Nel,Medu Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844
2011 2012 MI Full List,Co. deregistered,Andries Carl Nel,Moshito Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/844
2010Disclosure,"Construction of hospitals [Resigned Augst 5, 2008]",A N Luthuli,Luthuli Pegasus (Pty) Ltd [Chairperson],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/704
2010Disclosure,Hospital [Asked to be removed 29 September 2009],A N Luthuli,Alberlito Hospital Properties [NE Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/704
Ethics Full Report 2012,Dormant NGO,Annette Steyn,Lake Garriep Development Foundation,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/955
Ethics Full Report 2013,NGO [Dormant],Annette Steyn,Lake Garrep Development Foundation,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/955
2011 2012 MI Full List,Dormant NGO,Annette Steyn,Lake Gariep Dev. Foundation,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/955
2011 2012 MI Full List,NGO [Dormant],Annette Steyn,Lake Gariep Dev. Foundation,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/955
2010Disclosure,Regs- en Besigheidskonsultasie,Anton De Waal Alberts,ABVP Ingelyf,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,Eiendomhouer,Anton De Waal Alberts,FPS Property Solutions (Edms) Bpk,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,Online Banking Security,Anton De Waal Alberts,Africa ... Aurthority (Edms) Bpk,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,Online Banking/Cellphone Baning [In deregistration],Anton De Waal Alberts,Cybergroup of Companies (Edms) Bpk,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,In process of resigning,Anton De Waal Alberts,Cyberlaw Solutions CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,Dormant [In process of resigning],Anton De Waal Alberts,Bubble Fair Investments (Edms) Bpk,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,[In deregistration],Anton De Waal Alberts,Digistar Consellation Electronics (Edms) Bpk,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,Agentskapreise,Anton De Waal Alberts,Touchdown Express Travel CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,[In deregistration process],Anton De Waal Alberts,Blink and You are Dead Productions CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
Ethics Full Report 2012,Eiendomsbelegging,Anton De Waal Alberts,Evening Shade Properties (Pty) ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
Ethics Full Report 2013,Eiendomsbelegging,Anton De Waal Alberts,Evening Shade Properties (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,CC,Anton De Waal Alberts,Ondernemings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,CC [Resigned],Anton De Waal Alberts,Touchdown Express Travel,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,Private Co. [Resigned],Anton De Waal Alberts,Africa Certificate Authority,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,INC [Resigned],Anton De Waal Alberts,Associates,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,INC [Resigned],Anton De Waal Alberts,"Associates, Western Cape",http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2011 2012 MI Full List,Private Co. [Resigned],Anton De Waal Alberts,Bubble Fair Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/546
2010Disclosure,-,Archibold Jomo Nyambi,Mgubho [Board Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1060
Ethics Full Report 2012,Agricultural Business Activity,Archibold Jomo Nyambi,Mgubho,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1060
Ethics Full Report 2013,Agricultural Business activity,Archibold Jomo Nyambi,Mgubho,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1060
2011 2012 MI Full List,Business activity,Archibold Jomo Nyambi,Mgubho [Board Member],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1060
2010Disclosure,Construction,Aubrey Dundubala Mokoena,Iboyile,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Construction,Aubrey Dundubala Mokoena,SARA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Tips,Aubrey Dundubala Mokoena,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Property development,Aubrey Dundubala Mokoena,EMP Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Tourism,Aubrey Dundubala Mokoena,ATV (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Africa Literature,Aubrey Dundubala Mokoena,Alas (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Farming,Aubrey Dundubala Mokoena,Eden of Africa Farming,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,Brick manufacturing,Aubrey Dundubala Mokoena,Eden Brick Yard,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Construction,Aubrey Dundubala Mokoena,Ibuyile,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Construction,Aubrey Dundubala Mokoena,SARA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Property development,Aubrey Dundubala Mokoena,EMP Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Tourism,Aubrey Dundubala Mokoena,ATV (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Africa Literature,Aubrey Dundubala Mokoena,Alas (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Farming,Aubrey Dundubala Mokoena,Eden of Africa Farming,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2012,Brick manufacturing,Aubrey Dundubala Mokoena,Eden Brick Yard,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Construction,Aubrey Dundubala Mokoena,Ibuyile,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Construction,Aubrey Dundubala Mokoena,SARA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Property Development,Aubrey Dundubala Mokoena,EMP Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Tourism,Aubrey Dundubala Mokoena,ATV (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Africa Literature,Aubrey Dundubala Mokoena,Alas (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Farming,Aubrey Dundubala Mokoena,Eden Of Africa Farming,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
Ethics Full Report 2013,Brick Manufacturing,Aubrey Dundubala Mokoena,Eden Brick Yard,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Construction,Aubrey Dundubala Mokoena,Iboyile,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Construction,Aubrey Dundubala Mokoena,SARA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Property development,Aubrey Dundubala Mokoena,EMP Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Tourism,Aubrey Dundubala Mokoena,ATV (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Africa Literature,Aubrey Dundubala Mokoena,Alas (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Farming,Aubrey Dundubala Mokoena,Eden of Africa Farming,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2011 2012 MI Full List,Brick Manufacturing,Aubrey Dundubala Mokoena,Eden Brick Yard,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/804
2010Disclosure,,Ayanda Dlodlo,Desert Star Trading 368,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Diphororo Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Ilitha Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Klaprops 219,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Southern Storm Properties 72,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Atka Trading Trading 16,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Aya Mavi Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Bohlale Motor Group Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Bongile Investments 100,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Centrosphere Trading 47,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Citiconnect Communications,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Earthlink Consulting,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Hentiq 3014,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Dotcom Trading 211,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2010Disclosure,,Ayanda Dlodlo,Fineos South Africa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2012,,Ayanda Dlodlo,Rosschef Africa (Pty) Ltd [In process of resigning],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2012,,Ayanda Dlodlo,Women in Energy (Pty) Ltd [In process of resigning],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2012,,Ayanda Dlodlo,Fineos South Africa (Pty) Ltd [In process of resigning],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2012,,Ayanda Dlodlo,Push Ahead 9 (Pty) Ltd [In process of resigning],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2012,,Ayanda Dlodlo,Aldomode Investment (Pty) Ltd [In process of resigning],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
Ethics Full Report 2013,,Ayanda Dlodlo,Mojomode (Pty) Ltd [In final process of resigning as Director]],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2011 2012 MI Full List,Deregistration in process,Ayanda Dlodlo,Fineos SA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2011 2012 MI Full List,Deregistration in process,Ayanda Dlodlo,Rosschef Africa (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2011 2012 MI Full List,Deregistration in process,Ayanda Dlodlo,Push Ahead 9 (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
2011 2012 MI Full List,Deregistration in process,Ayanda Dlodlo,Aldomode Investments (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/605
