report,company_type,person_name,company_name,source_url
2011 2012 MI Full List,Public Co.,Mildred Nelisiwe Oliphant,Macmichael BZ Dwane,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/880
2011 2012 MI Full List,Primary Cooperative,Mildred Nelisiwe Oliphant,Liohakazile Jewellelry,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/880
2011 2012 MI Full List,Cooperative,Mildred Nelisiwe Oliphant,Organisation,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/880
2011 2012 MI Full List,Holding Co.,Mildred Nelisiwe Oliphant,Vakazi Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/880
2011 2012 MI Full List,Logistics and Multi purpose,Mildred Nelisiwe Oliphant,Asefikile Amakhosikazi (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/880
2010Disclosure,Publishing,M J Ellis,Ellis Publishing Enterprise CC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/619
2011 2012 MI Full List,Publishing,M J Ellis,Ellis Publishing Enterprises,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/619
2010Disclosure,Hotel,Mlindi Advent Nhanha,Mthombo Resorts/Hope Fountain Investment CC J.V. in Makana Resort [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
Ethics Full Report 2012,Hotel,Mlindi Advent Nhanha,Makana Resort [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
Ethics Full Report 2012,Clothing shop - Retail,Mlindi Advent Nhanha,La Ropa V Clothing Shop [Owner],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
Ethics Full Report 2013,Hotel,Mlindi Advent Nhanha,Makana Resort [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
Ethics Full Report 2013,Retail,Mlindi Advent Nhanha,La Ropa Clothing Shop [Owner] 2 Branches ie. Grahamstown and Queenstown,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
Ethics Full Report 2013,[In process of registration],Mlindi Advent Nhanha,4 Companies,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
2011 2012 MI Full List,Hotel,Mlindi Advent Nhanha,Resort,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
2011 2012 MI Full List,Holiday Resort,Mlindi Advent Nhanha,Director: Makana Resort,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/856
2010Disclosure,Investment,Mlungisi Johnson,Y-IN,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2012,Investment [Volunteer],Mlungisi Johnson,Bokamoso Investment Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2012,Charity [Volunteer],Mlungisi Johnson,Nelson Mandela Children's Trust Fund,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2012,Resources [Coal Export],Mlungisi Johnson,RBT Resources,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2013,Non-profit Children's Trust,Mlungisi Johnson,Nelson Mandela Children's Fund,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2013,Students' Investment Trust,Mlungisi Johnson,Bokamoso Investment Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
Ethics Full Report 2013,Resources Exporting Platform,Mlungisi Johnson,RBT,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
2011 2012 MI Full List,Investments,Mlungisi Johnson,Y-In,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
2011 2012 MI Full List,Gambling,Mlungisi Johnson,Morning Tide Investments 210,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
2011 2012 MI Full List,Food/KFC,Mlungisi Johnson,Africa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
2011 2012 MI Full List,Commodities,Mlungisi Johnson,Richtrau 290 (Pty),http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/668
2010Disclosure,Construction,Mmamoloko Tryphosa Kubayi,Linky Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2010Disclosure,Generic CC,Mmamoloko Tryphosa Kubayi,Mashala Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2010Disclosure,Transport service,Mmamoloko Tryphosa Kubayi,Zivuseni Transport Africa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2010Disclosure,Construction [Dormant],Mmamoloko Tryphosa Kubayi,Ketsona Building,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
Ethics Full Report 2012,Generic,Mmamoloko Tryphosa Kubayi,Mashala CC [Non active],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
Ethics Full Report 2012,Construction,Mmamoloko Tryphosa Kubayi,Ketsona CC [Non active],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
Ethics Full Report 2012,Transport,Mmamoloko Tryphosa Kubayi,Zivuseni Transport [Non active],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
Ethics Full Report 2012,Construction,Mmamoloko Tryphosa Kubayi,Linky Construction [Non active],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
Ethics Full Report 2012,,Mmamoloko Tryphosa Kubayi,Tamana Turnkey Solutions,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2011 2012 MI Full List,Construction,Mmamoloko Tryphosa Kubayi,Linky Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2011 2012 MI Full List,Generic CC,Mmamoloko Tryphosa Kubayi,Mashala Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2011 2012 MI Full List,Transport Service,Mmamoloko Tryphosa Kubayi,Zivuseni Transport Africa,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2011 2012 MI Full List,Construction,Mmamoloko Tryphosa Kubayi,Ketsona Construction,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/689
2010Disclosure,In business [not yet operational],Mmatlala Grace Boroto,Thembisile Transport Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
2010Disclosure,Deregistration Final,Mmatlala Grace Boroto,Gaabo Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
Ethics Full Report 2012,Deregistration final,Mmatlala Grace Boroto,Gaabo Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
Ethics Full Report 2012,Deregistration final,Mmatlala Grace Boroto,Thembisile Transport Service,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
Ethics Full Report 2013,[Deregistration final],Mmatlala Grace Boroto,Gaabo Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
Ethics Full Report 2013,[Deregistration final],Mmatlala Grace Boroto,Thembisile Transport Service,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
2011 2012 MI Full List,De-registration final,Mmatlala Grace Boroto,Gaabo Investments,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
2011 2012 MI Full List,Deregistration final,Mmatlala Grace Boroto,Thembisile Transport Service,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1022
2010Disclosure,Advancement of African language,Mninwa Johannes Mahlangu,Alas,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2010Disclosure,Filling station,Mninwa Johannes Mahlangu,Mhluzi Filling Station,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2010Disclosure,Property development,Mninwa Johannes Mahlangu,Mhluzi Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2012,CC [Sold out],Mninwa Johannes Mahlangu,Mhluzi Filling Station,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2012,Private Co.,Mninwa Johannes Mahlangu,Mhluzi Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2012,Private Co.,Mninwa Johannes Mahlangu,OBEEC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2013,CC [Sold out],Mninwa Johannes Mahlangu,Mhluzi Filling Station,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2013,Private Co.,Mninwa Johannes Mahlangu,Mhluzi Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
Ethics Full Report 2013,Private Co.,Mninwa Johannes Mahlangu,OBEEC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2011 2012 MI Full List,Advancement of African Language,Mninwa Johannes Mahlangu,Alas,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2011 2012 MI Full List,Filling Station,Mninwa Johannes Mahlangu,Mhluzi Filling Station,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2011 2012 MI Full List,Property Development,Mninwa Johannes Mahlangu,Mhluzi Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1040
2010Disclosure,CC - Dormant,M N Matladi,Bathamedi Poultry Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/759
2010Disclosure,CC- Dormant,M N Matladi,Phepafatso Waste Management,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/759
2011 2012 MI Full List,CC [Dormant],M N Matladi,Bathameni Poultry Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/759
2011 2012 MI Full List,CC [Dormant],M N Matladi,Phepafatso Waste Management,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/759
2011 2012 MI Full List,Non profit company,Mnyamezeli Shedrack Booi,Keep The Dream 149,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/563
2010Disclosure,Mining,Modjadji Sarah Mangena,Tandla Ta Basati,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2010Disclosure,Enterprise,Modjadji Sarah Mangena,Basadi Ba Tinghitsi,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2010Disclosure,Dormant,Modjadji Sarah Mangena,Dream Team,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2010Disclosure,Loans SMMES,Modjadji Sarah Mangena,G50 Women Fin. Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
Ethics Full Report 2012,Dormant Co.,Modjadji Sarah Mangena,Tandla Ta Vasati,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
Ethics Full Report 2013,[Dormant],Modjadji Sarah Mangena,Tandla Ta Vasati,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2011 2012 MI Full List,Enterprise,Modjadji Sarah Mangena,Basadi Ba Tinghitsi,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2011 2012 MI Full List,Mining,Modjadji Sarah Mangena,Tandla Ta Basati,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2011 2012 MI Full List,Dormant Co.,Modjadji Sarah Mangena,Dream Team,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2011 2012 MI Full List,[Withdrew],Modjadji Sarah Mangena,G-50 Iwomen Financial Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/740
2010Disclosure,Property Investment,Mohamed Enver Surty,Safari Centre (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2010Disclosure,Property Investment,Mohamed Enver Surty,Casbah Cinema (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2010Disclosure,Property Investment,Mohamed Enver Surty,Hectaris,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2012,Property Investment,Mohamed Enver Surty,Safari Centre (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2012,Property Investment,Mohamed Enver Surty,Casbah Cinema (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2012,Property Investment,Mohamed Enver Surty,Hecatris,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2013,,Mohamed Enver Surty,Hectaris,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2013,,Mohamed Enver Surty,Casbah Cinema (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
Ethics Full Report 2013,,Mohamed Enver Surty,Safari Centre (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2011 2012 MI Full List,Property Investment,Mohamed Enver Surty,Safari Centre (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2011 2012 MI Full List,Property Investment,Mohamed Enver Surty,Casbah Cinema (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2011 2012 MI Full List,Property Investment,Mohamed Enver Surty,Hectaris,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/962
2010Disclosure,Advertising,Mohammed Haniff Hoosen,Durban Advertising Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/661
Ethics Full Report 2012,General advertising,Mohammed Haniff Hoosen,Durban Advertising Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/661
Ethics Full Report 2013,Advertising,Mohammed Haniff Hoosen,Durban Advertising Agency,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/661
2011 2012 MI Full List,Advertising,Mohammed Haniff Hoosen,Durban Advertising,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/661
2010Disclosure,CC,Mokoane Collen Maine,Mokone Mokgoloko Consulting and Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
2010Disclosure,CC,Mokoane Collen Maine,Southern Ambition 285,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
Ethics Full Report 2012,,Mokoane Collen Maine,Sekukune Trading,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
Ethics Full Report 2012,,Mokoane Collen Maine,Sign and Seal Trading 193,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
2011 2012 MI Full List,CC,Mokoane Collen Maine,Projects,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
2011 2012 MI Full List,CC,Mokoane Collen Maine,Southern Ambition 288,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1041
2010Disclosure,CC,Molebogeng Christina Dube,Grace Namile Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2010Disclosure,CC,Molebogeng Christina Dube,Felo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2010Disclosure,Private,Molebogeng Christina Dube,New Order Investment 144,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2012,CC,Molebogeng Christina Dube,Grace Namile Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2012,CC,Molebogeng Christina Dube,Felo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2012,Private,Molebogeng Christina Dube,New Order Investment 144,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2013,CC,Molebogeng Christina Dube,Grace Namile Service,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2013,CC,Molebogeng Christina Dube,Felo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
Ethics Full Report 2013,Private,Molebogeng Christina Dube,New Order Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2011 2012 MI Full List,CC,Molebogeng Christina Dube,Grace Namile Services,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2011 2012 MI Full List,CC,Molebogeng Christina Dube,Felo,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2011 2012 MI Full List,Private,Molebogeng Christina Dube,New Order Investment 144,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/613
2011 2012 MI Full List,Non profit co.,Monwabisi Bevan Goqwana,Development Centre,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/645
2011 2012 MI Full List,CC,Monwabisi Bevan Goqwana,Gonubie Plot,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/645
2010Disclosure,"Building Renovations, Revamp office space for usage",Mosie Antony Cele,Shakes Cele Properties (Pty) Ltd [Director],http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575
Ethics Full Report 2012,"Building Renovation, revamp space for usage",Mosie Antony Cele,SCP Development (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575
Ethics Full Report 2013,"Building renovations, revamp, space for usage",Mosie Antony Cele,SCP Development (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575
2011 2012 MI Full List,"Building, renovations, revamp offices space for usage",Mosie Antony Cele,SCP Developments (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/575
2010Disclosure,,Mosiuoa Gerard Patrick Lekota,Trade First,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
2010Disclosure,,Mosiuoa Gerard Patrick Lekota,HBM Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
Ethics Full Report 2012,,Mosiuoa Gerard Patrick Lekota,As with shares,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
Ethics Full Report 2013,As with the shares,Mosiuoa Gerard Patrick Lekota,As with the shares,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
2011 2012 MI Full List,,Mosiuoa Gerard Patrick Lekota,HBM Investment,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
2011 2012 MI Full List,,Mosiuoa Gerard Patrick Lekota,Trade First,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/695
2010Disclosure,Section 21,Mpumelelo Frederick Gona,Everite Hostel Dwellers Housing Association,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
2010Disclosure,Trade Union Investment [Dormant],Mpumelelo Frederick Gona,CAWU Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
Ethics Full Report 2012,,Mpumelelo Frederick Gona,Everite Hostel Dwellers Housing Association,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
Ethics Full Report 2012,[Dormant Co.],Mpumelelo Frederick Gona,CAWU Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
Ethics Full Report 2013,NGO,Mpumelelo Frederick Gona,Everite Hostel Dwellers Housing Association,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
Ethics Full Report 2013,[Dormant],Mpumelelo Frederick Gona,CAWU Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
2011 2012 MI Full List,,Mpumelelo Frederick Gona,Association,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
2011 2012 MI Full List,[Dormant] Co.,Mpumelelo Frederick Gona,CAWU Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/644
2010Disclosure,Charity,M S Shilowa,Beyers Trutter Fetal Alcohol Syndrome,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926
2010Disclosure,Family,M S Shilowa,Ehghumbini Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926
2010Disclosure,Family,M S Shilowa,Lowani Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/926
2010Disclosure,Dormant CC,Mudene Smuts,Dene Smuts Communications,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/945
2010Disclosure,Section 21,Mwelo Nonkonyana,2010 Fifa World Cup Organising Committee SA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Winding up 2010 Fifa World Cup,Mwelo Nonkonyana,2010 Fifa World Cup LOL,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Organising 2013 AFCON and CHAN 2014,Mwelo Nonkonyana,2013/4 AFCON LOC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Delivering Football Infrastructure in SA,Mwelo Nonkonyana,SAFA Infrastructure Dev. Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Sport Development Trust,Mwelo Nonkonyana,Nkosi Mwelo Nonkonyana Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Traditional Development for Clan,Mwelo Nonkonyana,BHALA Memoraial Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Promoting Traditional Leadership,Mwelo Nonkonyana,Institute of Traditional Leadership in SA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Community Development,Mwelo Nonkonyana,LAMBASI CPC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2012,Community Development,Mwelo Nonkonyana,Qanteni Development Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Winding up 2010 Fifa World Cup,Mwelo Nonkonyana,2010 Fifa World Cup LOC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Organising 2013 AFCON and CHAN 2014,Mwelo Nonkonyana,2013/14 AFCON LOC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Delivering football infrastructure in SA,Mwelo Nonkonyana,SAFA Infrastructure Dev. Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Sport Development Trust,Mwelo Nonkonyana,Nkosi Mwelo Nonkonyana Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Traditional Development for Clan,Mwelo Nonkonyana,BHALA Memorial Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Promoting Traditional Leadership,Mwelo Nonkonyana,Institute of Traditional Leadership in SA,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Community Development,Mwelo Nonkonyana,LAMBASI CPC,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Community Development,Mwelo Nonkonyana,Qanteni Development Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
Ethics Full Report 2013,Football business [SAFA],Mwelo Nonkonyana,SA Football Commercial Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,Manage commercial affairs,Mwelo Nonkonyana,SAFA Commercial Wing (Pty) Ltd,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,,Mwelo Nonkonyana,SAFA Infrastructure,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,Administer funds for football development,Mwelo Nonkonyana,Development Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,Community radio,Mwelo Nonkonyana,Ikonjane Community Radio,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,Sport Development Trust,Mwelo Nonkonyana,Development Trust,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2011 2012 MI Full List,Business entity for the organisation,Mwelo Nonkonyana,Contralesa Investment Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/863
2010Disclosure,Education,Mzameni Richard Mdakane,Gikho International Education Services Centre,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
2010Disclosure,Mining,Mzameni Richard Mdakane,Midenga Resources Holdings,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
2010Disclosure,Section 21 Co. - Promoting people to people frienships,Mzameni Richard Mdakane,South Africa - China Friendship Association,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
2010Disclosure,Metering electricity [being deregistered],Mzameni Richard Mdakane,Sesikhona Systems,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
2010Disclosure,Never got registered,Mzameni Richard Mdakane,Onga,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
2010Disclosure,Construction,Mzameni Richard Mdakane,MRK,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/777
